,artist,track,track_pop,duration_ms,album_nm,album_dt
30649,Morgan Wallen,Everything I Love,80,187047,One Thing At A Time,2023-03-03
31149,Kane Brown,Thank God,80,174560,Different Man,2022-09-09
29999,Morgan Wallen,Sunrise,80,182522,One Thing At A Time,2023-03-03
30049,HARDY,TRUCK BED,80,167534,the mockingbird & THE CROW,2023-01-20
41849,Gunna,bread & butter,80,226360,bread & butter,2023-06-02
41449,Yeat,Talk,80,174857,Lyfë,2022-09-09
42499,Kendrick Lamar,Rich Spirit,80,202285,Mr. Morale & The Big Steppers,2022-05-13
42549,Drake,Circo Loco,80,236795,Her Loss,2022-11-04
30299,That Mexican OT,Johnny Dang (with Paul Wall & DRODi),80,192000,Johnny Dang (with Paul Wall & DRODi),2023-05-26
30399,Jon Pardi,Your Heart Or Mine,80,161200,Mr. Saturday Night,2022-09-02
48699,Metro Boomin,Raindrops (Insane) [with Travis Scott],80,188586,HEROES & VILLAINS,2022-12-02
30799,Lil Uzi Vert,I Gotta,80,173025,Pink Tape,2023-06-30
14699,Metallica,Enter Sandman (Remastered),80,331560,Metallica (Remastered),1991-08-12
21599,Ariana Grande,Break Free,80,214840,My Everything (Deluxe),2014-08-25
30449,Morgan Wallen,Man Made A Bar (feat. Eric Church),80,191231,One Thing At A Time,2023-03-03
40349,SZA,Awkward,80,178000,Ctrl (Deluxe),2022-06-09
24149,Zion & Lennox,Otra vez (feat. J Balvin),80,209453,Motivan2,2016-09-30
35099,DDG,I'm Geekin,80,101946,I'm Geekin,2023-04-21
15949,Dua Lipa,Break My Heart,80,221820,Future Nostalgia,2020-03-27
46249,Drake,Sticky,80,243227,"Honestly, Nevermind",2022-06-17
13599,Katy Perry,Dark Horse,80,215672,PRISM (Deluxe),2013-10-18
6749,Khalid,Location,80,219080,American Teen,2017-04-27
24749,Lil Nas X,Old Town Road,80,113000,7 EP,2019-06-21
12949,Nio Garcia,Te Boté - Remix,80,417920,Te Boté (Remix),2018-04-13
47299,Jonas Brothers,Summer Baby,80,161811,The Album,2023-05-12
24699,Ozuna,Vaina Loca,80,176133,Aura,2018-08-24
18149,Keane,Somewhere Only We Know,80,236160,Hopes And Fears,2004-01-01
17049,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",80,223413,Funk Wav Bounces Vol.1,2017-06-30
7049,Clean Bandit,Symphony (feat. Zara Larsson),80,212733,What Is Love? (Deluxe Edition),2018-11-30
7699,Ariana Grande,no tears left to cry,80,205920,Sweetener,2018-08-17
4699,Arizona Zervas,ROXANNE,80,163636,ROXANNE,2019-10-10
8299,Bad Bunny,Callaita,80,250533,Callaita,2019-05-31
39449,Quavo,HOTEL LOBBY (Unc & Phew),80,142657,Only Built For Infinity Links,2022-10-07
16799,Loud Luxury,Body,80,163216,Body,2017-10-27
38599,boygenius,Not Strong Enough,80,234933,the record,2023-03-31
46749,John Summit,Where You Are,80,236000,Where You Are,2023-03-03
17249,Taylor Swift,Shake It Off,80,219200,1989,2014-10-27
18349,Nirvana,Come As You Are,80,218920,Nevermind (Remastered),1991-09-26
13949,Rauw Alejandro,Todo De Ti,80,199604,VICE VERSA,2021-12-10
34099,Ivan Cornejo,La Curiosidad,80,216000,Dañado,2022-06-02
45649,Taylor Swift,"Would've, Could've, Should've",80,260361,Midnights (3am Edition),2022-10-22
8999,G-Eazy,"Me, Myself & I",80,251466,When It's Dark Out,2015-12-04
39299,Peso Pluma,LUNA,80,163551,GÉNESIS,2023-06-29
36649,Marshmello,Fell In Love,80,121283,Fell In Love,2023-05-05
32599,HARDY,red (feat. Morgan Wallen),79,205767,the mockingbird & THE CROW,2023-01-20
33849,Lil Uzi Vert,Werewolf (feat. Bring Me The Horizon),79,239863,Pink Tape,2023-06-30
5549,Drake,In My Feelings,79,217925,Scorpion,2018-06-29
32449,Lil Uzi Vert,Pluto to Mars,79,246497,Pink Tape,2023-06-30
31999,Morgan Wallen,Dying Man,79,183466,One Thing At A Time,2023-03-03
16599,Survivor,Eye of the Tiger,79,243773,Eye Of The Tiger,1982
35999,Noah Kahan,Call Your Mom,79,278670,Stick Season (We'll All Be Here Forever),2023-06-09
35399,$uicideboy$,1000 Blunts,79,175476,"Sing Me a Lullaby, My Sweet Temptation",2022-07-29
17449,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",79,174800,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08
43649,NLE Choppa,Capo,79,192200,Capo,2022-01-13
32799,Lil Uzi Vert,Spin Again,79,97769,Pink Tape,2023-06-30
18499,The Lumineers,Ophelia,79,160097,Cleopatra,2016-04-08
49099,Melanie Martinez,EVIL,79,246294,PORTALS,2023-03-31
34249,Latto,Put It On Da Floor Again (feat. Cardi B),79,185748,Put It On Da Floor Again (feat. Cardi B),2023-06-02
10049,Zedd,Stay,79,210090,Stay,2017-02-23
33349,Bryan Martin,We Ride,79,188482,Poets & Old Souls,2023-03-31
39399,Young Thug,"Wit Da Racks (feat. 21 Savage, Travis Scott & Yak Gotti)",79,226413,BUSINESS IS BUSINESS,2023-06-23
33249,Lil Uzi Vert,Amped,79,173061,Pink Tape,2023-06-30
45249,Yeat,On tha linë,79,154786,2 Alivë,2022-02-18
45349,boygenius,Cool About It,79,180000,the record,2023-03-31
19199,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),79,204173,Grateful,2017-06-22
33049,Morgan Wallen,I Wrote The Book,79,181766,One Thing At A Time,2023-03-03
49249,Ed Sheeran,Life Goes On (feat. Luke Combs),79,210208,Life Goes On (feat. Luke Combs),2023-05-03
20599,Kodak Black,ZEZE (feat. Travis Scott & Offset),79,228759,Dying to Live,2018-12-14
43049,Gunna,ca$h $hit,79,131493,a Gift & a Curse,2023-06-16
35149,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),79,170560,Blue In The Sky,2022-02-12
20549,Calvin Harris,Promises (with Sam Smith),79,213309,Promises (with Sam Smith),2018-08-17
41649,"Tyler, The Creator",DOGTOOTH,79,161041,CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31
38349,Yeat,My wrist (with Young Thug),79,190133,My wrist (with Young Thug),2023-05-26
21249,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,79,189413,Prayer in C,2014-05-16
38649,Young Thug,Parade on Cleveland (feat. Drake),79,228266,BUSINESS IS BUSINESS,2023-06-23
42149,Icandy,Keep Dat Nigga,79,138945,Keep Dat Nigga,2022-12-19
38299,Gunna,rodeo dr,79,176946,a Gift & a Curse,2023-06-16
40549,SZA,Ghost in the Machine (feat. Phoebe Bridgers),79,218586,SOS,2022-12-09
23249,Calvin Harris,Slide (feat. Frank Ocean & Migos),79,230813,Funk Wav Bounces Vol.1,2017-06-30
39849,Eslabon Armado,HASTA LA MUERTE,79,209902,NOSTALGIA,2022-05-06
14449,50 Cent,In Da Club,79,193466,Get Rich Or Die Tryin',2003-02-06
22249,Galantis,Runaway (U & I),79,227073,Pharmacy,2015-06-05
45749,Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],79,90720,HEROES & VILLAINS,2022-12-02
49699,Don Toliver,Embarrassed (feat. Travis Scott),79,192693,Love Sick (Deluxe),2023-02-28
21749,Dan + Shay,"10,000 Hours (with Justin Bieber)",79,167693,"10,000 Hours (with Justin Bieber)",2019-10-04
21399,Nicky Jam,El Perdón (with Enrique Iglesias),79,205906,Fénix,2017-01-20
37899,Gucci Mane,Bluffin (feat. Lil Baby),79,148302,Bluffin (feat. Lil Baby),2023-06-16
23999,Niall Horan,Slow Hands,79,188174,Flicker (Deluxe),2017-10-20
6849,Logic,1-800-273-8255,79,250173,Everybody,2017-05-05
20799,Jason Derulo,Want to Want Me,79,207719,Everything Is 4,2015-05-29
41999,SZA,Love Language,79,183893,SOS,2022-12-09
44299,Lil Mabu,NO SNITCHING (with Dusty Locane),79,160007,DOUBLE M'S,2022-06-30
37449,Lil Yachty,Strike (Holster),79,148115,Strike (Holster),2023-04-07
6049,Gotye,Somebody That I Used To Know,79,244973,Making Mirrors,2011-01-01
5649,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),79,214480,7/27 (Deluxe),2016-05-27
38749,Walker Hayes,Fancy Like,78,161853,Country Stuff The Album,2022-01-21
24349,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,78,207904,Back To You (From 13 Reasons Why – Season 2 Soundtrack),2018-05-10
36349,Lil Uzi Vert,The End (feat. BABYMETAL),78,187244,Pink Tape,2023-06-30
5599,J Balvin,Mi Gente,78,185040,Vibras,2018-05-25
34399,ERNEST,Flower Shops (feat. Morgan Wallen),78,214405,FLOWER SHOPS (THE ALBUM),2022-03-11
35899,Rod Wave,Fight The Feeling,78,160714,Fight The Feeling,2023-03-31
34549,Jordan Davis,What My World Spins Around,78,186800,Bluebird Days,2023-02-17
34649,Zach Bryan,The Good I'll Do,78,211315,American Heartbreak,2022-05-20
2,Tones And I,Dance Monkey,78,209438,Welcome To The Madhouse (Deluxe),2021-07-16
10899,Julia Michaels,Issues,78,176320,Nervous System,2017-07-28
34849,Lil Uzi Vert,Died and Came Back,78,180636,Pink Tape,2023-06-30
36699,GloRilla,Tomorrow 2 (with Cardi B),78,209811,"Anyways, Life’s Great…",2022-11-11
45149,Jane Color,Relaxing Brown Noise 256 Hz Smooth Q,78,179470,Relaxing Brown Noise 256 Hz,2022-07-15
8449,"Earth, Wind & Fire",September,78,215093,"The Best Of Earth, Wind & Fire Vol. 1",1978-11-23
35799,Dustin Lynch,Stars Like Confetti,78,194266,Blue In The Sky,2022-02-12
45699,Drake,Major Distribution,78,170501,Her Loss,2022-11-04
46949,Kali Uchis,I Wish you Roses,78,219954,Red Moon In Venus,2023-03-03
47349,Kanii,Heart Racing,78,156106,Heart Racing,2023-05-19
35199,Sam Hunt,Outskirts,78,182706,Outskirts,2023-03-10
49749,Bad Omens,THE DEATH OF PEACE OF MIND,78,241499,THE DEATH OF PEACE OF MIND,2022-02-25
34899,Lil Uzi Vert,Patience (feat. Don Toliver),78,262429,Pink Tape,2023-06-30
37399,Noah Kahan,No Complaints,78,205432,Stick Season (We'll All Be Here Forever),2023-06-09
3049,Queen,Don't Stop Me Now - Remastered 2011,78,209413,Jazz (Deluxe Remastered Version),1978-11-10
41249,$uicideboy$,Matte Black,78,238145,"Sing Me a Lullaby, My Sweet Temptation",2022-07-29
9549,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",78,195428,B4 The Storm,2020-08-28
42299,Young Thug,Cars Bring Me Out (feat. Future),78,202933,BUSINESS IS BUSINESS,2023-06-23
20349,Lady Gaga,Rain On Me (with Ariana Grande),78,182200,Chromatica,2020-05-29
20299,The Chainsmokers,Roses,78,226738,Roses,2015-06-16
37649,Moneybagg Yo,Ocean Spray,78,164776,Hard To Love,2023-06-02
14799,Jawsh 685,Savage Love (Laxed - Siren Beat),78,171374,Savage Love (Laxed - Siren Beat),2020-06-11
11699,Demi Lovato,Sorry Not Sorry,78,203760,Tell Me You Love Me,2017-09-29
21449,Rae Sremmurd,Black Beatles,78,291893,SremmLife 2 (Deluxe),2016-08-12
14599,Justin Bieber,Intentions (feat. Quavo),78,212866,Changes,2020-02-14
34049,Lil Uzi Vert,"Mama, I’m Sorry",78,210961,Pink Tape,2023-06-30
9749,Lil Mosey,Blueberry Faygo,78,162546,Certified Hitmaker,2020-02-06
12599,The Chainsmokers,Paris,78,221506,Memories...Do Not Open,2017-04-07
14249,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),78,216408,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23
399,Imagine Dragons,Demons,78,175200,Night Visions,2012-09-04
22699,Ed Sheeran,The A Team,78,258373,+,2011-09-09
15149,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",78,243490,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016-06-24
45499,Drake,Privileged Rappers,78,160821,Her Loss,2022-11-04
33699,Kylie Morgan,If He Wanted To He Would,78,174173,P.S.,2022-07-01
33649,Lil Uzi Vert,Nakamura,78,197900,Pink Tape,2023-06-30
39549,Lil Durk,Never Imagined (feat. Future),77,192000,Almost Healed,2023-05-26
44599,Gucci Mane,06 Gucci (feat. DaBaby & 21 Savage),77,178950,06 Gucci (feat. DaBaby & 21 Savage),2023-03-31
38449,Warren Zeiders,Pretty Little Poison,77,218160,Pretty Little Poison,2023-03-17
36399,Lil Uzi Vert,Fire Alarm (feat. Snow Strippers),77,185167,Pink Tape,2023-06-30
44149,Lil Durk,Pelle Coat,77,253738,Almost Healed,2023-05-26
36499,Lil Uzi Vert,That Fiya,77,154832,Pink Tape,2023-06-30
43799,Ivan Cornejo,J.,77,234613,Dañado,2022-06-02
37499,Zach Bryan,Heavy Eyes,77,190780,American Heartbreak,2022-05-20
15099,Fetty Wap,Trap Queen,77,222093,Fetty Wap (Deluxe),2015-09-25
14499,Jack Ü,Where Are Ü Now (with Justin Bieber),77,250285,Skrillex and Diplo present Jack Ü,2015-02-24
36949,Parmalee,Girl In Mine,77,155120,Girl In Mine,2022-08-12
39099,Carrie Underwood,Out Of That Truck,77,177400,Out Of That Truck,2023-03-10
38849,Zach Bryan,From Austin,77,207453,American Heartbreak,2022-05-20
36299,Lil Uzi Vert,Zoom (Bonus Track),77,166012,Pink Tape,2023-06-30
48599,Flyana Boss,You Wish,77,120015,Make It A Double,2023-06-16
48999,Pharrell Williams,Cash In Cash Out,77,216135,Cash In Cash Out,2022-06-10
47849,Lil Baby,Forever (feat. Fridayy),77,167977,It's Only Me,2022-10-14
20249,Bazzi,Mine,77,131064,COSMIC,2018-04-12
20649,Billie Eilish,bury a friend,77,193143,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29
48199,Juice WRLD,Cigarettes,77,227527,Fighting Demons (Deluxe),2022-03-18
47899,Drake,Broke Boys,77,225439,Her Loss,2022-11-04
42099,Noah Kahan,Paul Revere,77,213313,Stick Season (We'll All Be Here Forever),2023-06-09
3449,Queen,Another One Bites The Dust - Remastered 2011,77,214653,The Game (Deluxe Remastered Version),1980-06-27
41799,Morgan Evans,Over For You,77,185681,Over For You,2022-10-18
21649,Fifth Harmony,Worth It (feat. Kid Ink),77,224573,Reflection (Deluxe),2015-01-30
42699,Jay Eazy,Tomioka,77,137586,Tomioka,2022-07-06
24099,CNCO,Reggaetón Lento (Bailemos),77,222560,Primera Cita,2016-08-26
47699,Gunna,back at it,77,186173,a Gift & a Curse,2023-06-16
41299,Nate Smith,World on Fire,77,189986,NATE SMITH (DELUXE),2023-04-28
22199,Fetty Wap,679 (feat. Remy Boyz),77,196693,679 (feat. Remy Boyz),2015-06-29
40149,Zach Bryan,Fifth of May,77,178151,The Greatest Day of My Life,2022-11-11
47399,Lil Yachty,drive ME crazy!,77,229804,Let’s Start Here.,2023-01-27
22599,fun.,We Are Young (feat. Janelle Monáe),77,250626,Some Nights,2012-02-21
2749,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",77,237546,TROLLS (Original Motion Picture Soundtrack),2016-09-23
40299,Corey Kent,Wild as Her,77,199733,Wild as Her,2022-03-04
10099,Hailee Steinfeld,Starving,77,181880,Starving,2016-07-22
35349,Lil Uzi Vert,All Alone,77,222618,Pink Tape,2023-06-30
11649,Pedro Capó,Calma - Remix,77,238200,Calma (Remix),2018-10-05
44799,Luke Combs,Love You Anyway,77,229626,Love You Anyway,2023-02-10
5349,KAROL G,Tusa,77,201920,KG0516,2021-03-26
6299,Ed Sheeran,Beautiful People (feat. Khalid),77,197866,No.6 Collaborations Project,2019-07-12
46299,Young Thug,Want Me Dead (feat. 21 Savage),77,194706,BUSINESS IS BUSINESS,2023-06-23
6899,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),77,163870,All Your Fault: Pt. 2,2017-08-11
4149,The Weeknd,I Feel It Coming,77,269186,Starboy,2016-11-24
42999,Moneybagg Yo,Keep It Low (feat. Future),77,142451,Hard To Love,2023-06-02
10699,Sam Smith,Dancing With A Stranger (with Normani),77,171029,Dancing With A Stranger (with Normani),2019-01-11
4049,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",77,212500,Carte Blanche,2019-07-25
46999,LECADE,When Im Gone,76,130685,When Im Gone,2022-05-27
39599,Lainey Wilson,Watermelon Moonshine,76,208853,Watermelon Moonshine,2022-08-12
45999,Peso Pluma,RUBICON,76,238447,GÉNESIS,2023-06-29
46349,Peso Pluma,LAGUNAS,76,231246,GÉNESIS,2023-06-29
40099,Chris Young,Looking for You,76,179973,Looking for You + All Dogs Go to Heaven,2023-01-13
45799,Young Thug,Hellcat Kenny (feat. Lil Uzi Vert),76,154466,BUSINESS IS BUSINESS,2023-06-23
44549,Kane Brown,Bury Me in Georgia - Single Edit,76,170682,Bury Me in Georgia,2023-03-31
47249,Noah Kahan,Homesick,76,194416,Stick Season,2022-10-14
43949,Noah Kahan,All My Love,76,251510,Stick Season,2022-10-14
40649,Hozier,Eat Your Young,76,242293,Eat Your Young,2023-03-17
44099,Noah Kahan,"Your Needs, My Needs",76,207880,Stick Season (We'll All Be Here Forever),2023-06-09
43299,Morgan Wallen,I Deserve A Drink,76,206137,One Thing At A Time,2023-03-03
48899,Nardo Wick,Hot Boy (feat. Lil Baby),76,169893,Hot Boy (feat. Lil Baby),2023-03-31
44699,Peso Pluma,VVS,76,162676,GÉNESIS,2023-06-29
48849,Noah Kahan,Northern Attitude,76,267256,Stick Season,2022-10-14
44999,Tyler Hubbard,5 Foot 9,76,189780,5 Foot 9,2022-05-20
43499,YoungBoy Never Broke Again,Bitch Let's Do It,76,185117,Richest Opp,2023-05-12
43599,Josh Ross,Trouble,76,214798,Trouble,2023-01-04
43099,Justin Moore,"You, Me, And Whiskey",76,187941,"You, Me, And Whiskey",2022-10-07
42949,Morgan Wallen,Neon Star (Country Boy Lullaby),76,171495,One Thing At A Time,2023-03-03
43749,Thomas Rhett,Angels (Don’t Always Have Wings),76,200426,Angels (Don’t Always Have Wings),2023-01-20
48749,Xavier Wulf,First Light,76,131181,Blood Shore Season 3,2022-10-18
42399,Zach Bryan,Motorcycle Drive By,76,161799,Summertime Blues,2022-07-15
41899,Noah Thompson,One Day Tonight,76,165508,One Day Tonight,2022-05-13
43249,Ingrid Andress,Feel Like This,76,196162,Good Person,2022-08-26
41149,Miranda Lambert,I'll Be Lovin' You,76,189173,Palomino,2022-04-29
41099,Morgan Wallen,Whiskey Friends,76,205579,One Thing At A Time,2023-03-03
41049,Florida Georgia Line,Up Down,76,198120,Greatest Hits,2022-11-09
46699,Sexyy Red,Pound Town 2 (feat. Nicki Minaj & Tay Keith),76,194047,Pound Town 2 (feat. Nicki Minaj & Tay Keith),2023-05-26
49999,Kodak Black,Love & War,76,239146,Back For Everything,2022-02-25
39249,Wyatt Flores,Please Don't Go,76,181498,Please Don't Go,2022-07-15
15599,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",76,201160,Hands All Over,2010
26,Queen,Bohemian Rhapsody - Remastered 2011,76,354320,A Night At The Opera (Deluxe Remastered Version),1975-11-21
20699,A Great Big World,Say Something,76,229400,Is There Anybody Out There?,2014-01-20
2899,Imagine Dragons,Radioactive,76,186813,Night Visions,2012-09-04
19899,Drake,Toosie Slide,76,247058,Toosie Slide,2020-04-03
19799,JP Saxe,If the World Was Ending (feat. Julia Michaels),76,209493,Dangerous Levels of Introspection,2021-06-25
5149,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),76,251173,What Is Love? (Deluxe Edition),2018-11-30
5499,The Weeknd,Earned It (Fifty Shades Of Grey),76,277680,Beauty Behind The Madness,2015-08-28
1099,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,76,197933,"At Night, Alone.",2016-05-06
39199,Parker McCollum,Burn It Down,76,233869,Never Enough,2023-05-12
38049,Lil Uzi Vert,CS,76,212040,Pink Tape,2023-06-30
13049,Future,Life Is Good (feat. Drake),76,237918,High Off Life,2020-05-15
24399,Zara Larsson,Never Forget You,76,213427,So Good,2017-03-17
7399,Tyga,Taste (feat. Offset),76,229210,Legendary,2019-06-07
11299,Farruko,Pepas,76,287120,La 167,2021-10-01
7599,Bastille,Pompeii,76,214147,Bad Blood,2013-01-01
24799,Shawn Mendes,In My Blood,76,211360,Shawn Mendes,2018-05-25
46049,Parker McCollum,Handle On You,75,219333,Handle On You,2022-08-05
48049,Josh Meloy,Porch Light,75,184949,Porch Light,2022-11-18
47999,OHGEESY,GEEKALEEK (feat. Cash Kidd),75,146285,GEEKALEEK (feat. Cash Kidd),2023-02-03
1599,Luis Fonsi,Despacito - Remix,75,228826,Despacito Feat. Justin Bieber (Remix),2017-04-17
47799,CHASE WRIGHT,Hurt No More,75,176780,Hurt No More,2022-10-14
47049,Zach Bryan,All the Time,75,199500,Summertime Blues,2022-07-15
47099,Nardo Wick,Dah Dah DahDah,75,151776,Who is Nardo Wick?? (Deluxe),2022-07-22
14149,Rihanna,Umbrella,75,275986,Good Girl Gone Bad,2007-01-01
46899,Corey Kent,Something's Gonna Kill Me,75,183680,Something's Gonna Kill Me,2023-04-14
46799,Tyler Childers,Way of the Triune God - Hallelujah Version,75,208813,Can I Take My Hounds to Heaven?,2022-09-30
899,Alan Walker,Faded,75,212626,Faded,2015-12-04
43849,Lainey Wilson,Heart Like A Truck,75,199040,Bell Bottom Country,2022-11-28
7149,Queen,Under Pressure - Remastered 2011,75,248440,Hot Space (Deluxe Remastered Version),1982-05-03
44049,Russell Dickerson,God Gave Me A Girl,75,187226,Russell Dickerson,2022-11-04
46099,Dalton Dover,Giving Up On That,75,211533,Giving Up On That,2023-02-17
46599,Morgan Wallen,Born With A Beer In My Hand,75,188523,One Thing At A Time,2023-03-03
45199,Tanner Adell,Love You a Little Bit,75,210813,Love You a Little Bit,2022-06-27
24999,Jonas Blue,Rise,75,194407,Blue,2018-11-09
24049,Wisin,Escápate Conmigo (feat. Ozuna),75,232786,Victory,2017-12-01
40199,Lil Uzi Vert,Of Course (Bonus Track),75,208966,Pink Tape,2023-06-30
39899,Lil Uzi Vert,Days Come and Go,75,257673,Pink Tape,2023-06-30
49899,Ivan Cornejo,Está Dañado,75,201194,Dañado,2022-06-02
20399,Metallica,Nothing Else Matters (Remastered),74,388733,Metallica (Remastered),1991-08-12
6549,David Guetta,Titanium (feat. Sia),74,245040,Nothing but the Beat 2.0,2011-08-24
24599,Khalid,Talk (feat. Disclosure),74,197573,Free Spirit,2019-04-05
15999,Queen,We Will Rock You - Remastered 2011,74,122066,News Of The World (Deluxe Remastered Version),1977-10-28
23299,KYLE,iSpy (feat. Lil Yachty),74,253106,iSpy (feat. Lil Yachty),2016-12-02
49649,Cole Swindell,Drinkaby,74,182893,Drinkaby,2023-01-27
49599,Chase Matthew,Love You Again,74,173636,Love You Again,2022-12-09
3749,Sia,Chandelier,74,216120,1000 Forms Of Fear (Deluxe Version),2015-05-04
40899,Lil Uzi Vert,Rehab,74,245070,Pink Tape,2023-06-30
49549,Lil Durk,Grandson (feat. Kodak Black),74,140800,Almost Healed,2023-05-26
49949,Conner Smith,Creek Will Rise,74,169293,Creek Will Rise,2023-02-24
21699,Sam Smith,How Do You Sleep?,74,202204,How Do You Sleep?,2019-07-19
48349,Kameron Marlowe,Over Now,74,221733,We Were Cowboys,2022-08-26
48099,Kassi Ashton,Drive You Out Of My Mind,74,212360,Drive You Out Of My Mind,2023-02-24
8349,Elton John,Cold Heart - PNAU Remix,74,202735,The Lockdown Sessions,2021-10-22
1299,Ed Sheeran & Justin Bieber,I Don't Care (with Justin Bieber),74,219946,No.6 Collaborations Project,2019-07-12
49299,Peso Pluma,CARNAL,74,174522,GÉNESIS,2023-06-29
12499,Masked Wolf,Astronaut In The Ocean,73,132780,Astronomical,2021-09-10
23949,Enrique Iglesias,Bailando - Spanish Version,73,243413,SEX AND LOVE (Deluxe),2014-01-01
14749,Billie Eilish,ocean eyes,73,200560,Ocean Eyes,2016-11-18
46549,David J. Dove,David J. Dove is a CovRrr,73,104613,David J. Dove is a CovRrr,2023-03-31
12649,Anuel AA,China,73,301714,Emmanuel,2020-05-29
22749,Imagine Dragons,On Top Of The World,73,189840,Night Visions (Deluxe),2012-09-04
49149,Peso Pluma,NUEVA VIDA,73,190680,GÉNESIS,2023-06-29
44949,Lil Uzi Vert,Shardai (Bonus Track),73,201344,Pink Tape,2023-06-30
9799,Desiigner,Panda,73,246761,New English,2016-06-26
49399,The Weeknd,"False Idols (with Lil Baby, Suzanna Son)",73,262229,The Idol Episode 5 Part 1 (Music from the HBO Original Series),2023-06-30
19849,Dire Straits,Sultans of Swing,72,350400,Dire Straits,1978-10-07
24649,Becky G,Sin Pijama,72,190160,MALA SANTA,2019-10-18
13199,James Bay,Let It Go,72,260533,Chaos And The Calm,2014-12-15
2999,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),72,217706,Nine Track Mind,2016-01-29
1149,Tom Odell,Another Love,72,244360,Long Way Down,2013-09-17
7299,Maroon 5,Payphone,72,231386,Overexposed,2021-06-20
4349,Major Lazer,Cold Water,72,185360,Cold Water,2016-07-22
23599,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,72,193613,Pretty Girl (Cheat Codes X CADE Remix),2017-03-02
15849,Jonas Blue,Fast Car,72,212424,Fast Car,2015-12-04
11799,The Script,Hall of Fame (feat. will.i.am),72,202533,#3,2012-09-10
23449,Big Sean,Bounce Back,72,222360,I Decided.,2017-02-03
13499,Wham!,Last Christmas,72,262960,LAST CHRISTMAS,1984-11-29
21299,Galantis,No Money,71,189126,No Money,2016-04-01
3399,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,71,180560,Me 4 U,2015-10-16
6099,Kygo,It Ain’t Me (with Selena Gomez),70,220780,It Ain't Me,2017-02-17
19649,Clean Bandit,Solo (feat. Demi Lovato),70,222706,What Is Love? (Deluxe Edition),2018-11-30
18549,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),70,235613,Thrift Shop (feat. Wanz),2012-08-01
4799,ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),70,245653,Fifty Shades Darker (Original Motion Picture Soundtrack),2017-02-10
11049,Maroon 5,What Lovers Do (feat. SZA),69,199849,Red Pill Blues (Deluxe),2018-06-15
16049,Creedence Clearwater Revival,Have You Ever Seen The Rain,69,160333,Pendulum,1970-12-07
7249,Mariah Carey,All I Want for Christmas Is You,69,241106,Merry Christmas,1994-10-28
6399,Beyoncé,Halo,69,261640,I AM...SASHA FIERCE,2008-11-14
2499,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,69,235545,Red Pill Blues (Deluxe),2018-06-15
22849,DRAM,Broccoli,69,225205,Broccoli,2016-04-06
7749,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",68,288876,Grateful,2017-06-22
24299,Luis Fonsi,Échame La Culpa,66,173720,Échame La Culpa,2017-11-17
21149,Starley,Call on Me - Ryan Riback Remix,66,222040,Call On Me (Remixes),2016-10-18
28,Hozier,Take Me to Church,66,241693,Hozier,2014-10-07
10449,Clean Bandit,Rather Be (feat. Jess Glynne),65,227833,New Eyes,2014-06-02
24899,Lizzo,Truth Hurts,64,173325,Cuz I Love You (Deluxe),2019-05-03
13299,Red Hot Chili Peppers,Californication,63,329733,Californication,1999-06-08
17349,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",63,211760,Toast to Our Differences (Deluxe Edition),2019-01-25
23549,Cheat Codes,No Promises (feat. Demi Lovato),62,222786,No Promises (feat. Demi Lovato),2017-03-31
